word,definition
"hematopoietic","pertaining to the formation of blood or blood cells"
"hemispherical","of or relating to or being a hemisphere"
"heterosporous","characterized by heterospory"
"hydrocephalic","relating to or characterized by or evidencing hydrocephalus"
"hymenopterous","of or relating to insects of the order Hymenoptera"
"hydroelectric","of or relating to or used in the production of electricity by waterpower"
"hemiparasitic","of or relating to plants that are hemiparasites"
"hypoglycaemic","of or relating to hypoglycemia"
"hematological","of or relating to or involved in hematology"
"horticultural","of or relating to the cultivation of plants"
"holographical","written entirely in one's own hand"
"Hellenistical","relating to or characteristic of the classical Greek civilization"
"hide-and-seek","a game in which a child covers his eyes while the other players hide then tries to find them"
"high-low-jack","card games in which points are won for taking the high or low or jack or game"
"housecleaning","the act of cleaning the rooms and furnishings of a house"
"housecleaning","(figurative) the act of reforming by the removal of unwanted personnel or practices or conditions"
"haemodialysis","dialysis of the blood to remove toxic substances or metabolic wastes from the bloodstream"
"hypnoanalysis","the use of hypnosis in conjunction with psychoanalysis"
"housebreaking","trespassing for an unlawful purpose"
"hybridization","(genetics) the act of mixing different species or varieties of animals or plants and thus to produce hybrids"
"hybridisation","(genetics) the act of mixing different species or varieties of animals or plants and thus to produce hybrids"
"horripilation","reflex erection of hairs of the skin in response to cold or emotional stress or skin irritation"
"house-raising","construction by a group of neighbors"
"horsewhipping","the act of whipping with a horsewhip"
"harmonization","singing in harmony"
"harmonization","a piece of harmonized music"
"harmonisation","singing in harmony"
"harmonisation","a piece of harmonized music"
"halobacterium","halophiles in saline environments such as the Dead Sea or salt flats"
"heterostracan","extinct jawless fish with the anterior part of the body covered with bony plates"
"holocephalian","fish with high compressed head and a body tapering off into a long tail"
"herrerasaurus","a kind of theropod dinosaur found in Argentina"
"hellgrammiate","large brown aquatic larva of the dobsonfly"
"hubble-bubble","an oriental tobacco pipe with a long flexible tube connected to a container where the smoke is cooled by passing through water"
"hubbly-bubbly","an oriental tobacco pipe with a long flexible tube connected to a container where the smoke is cooled by passing through water"
"hub-and-spoke","a system of air transportation in which local airports offer air transportation to a central airport where long-distance flights are available"
"hydromorphone","a narcotic analgesic (trade name Dilaudid) used to treat moderate to severe pain"
"heterogeneity","the quality of being diverse and not comparable in kind"
"habitableness","suitability for living in or on"
"healthfulness","the quality of promoting good health"
"haphazardness","the quality of lacking any predictable order or plan"
"honorableness","the quality of deserving honor or respect"
"horizontality","the quality of being parallel to the horizon"
"hypochondrium","the upper region of the abdomen just below the lowest ribs on either side of the epigastrium"
"hallucination","an object perceived during a hallucinatory episode"
"hallucination","a mistaken or unfounded opinion or idea"
"hallucination","illusory perception"
"hydrodynamics","study of fluids in motion"
"hydrokinetics","study of fluids in motion"
"how-do-you-do","an expression of greeting"
"how-do-you-do","an awkward situation"
"heartlessness","an absence of concern for the welfare of others"
"heartsickness","feeling downcast and disheartened and hopeless"
"house-builder","someone who builds houses as a business"
"haematologist","a doctor who specializes in diseases of the blood and blood-forming organs"
"herpetologist","a zoologist who studies reptiles and amphibians"
"head-shrinker","a savage who cuts off and preserves the heads of enemies as trophies"
"head-shrinker","a physician who specializes in psychiatry"
"hagiographist","the author of a worshipful or idealizing biography"
"heterogenesis","the alternation of two or more different forms in the life cycle of a plant or animal"
"hawk's-beards","any of various plants of the genus Crepis having loose heads of yellow flowers on top of a long branched leafy stem"
"hart's-tongue","Eurasian fern with simple lanceolate fronds"
"hart's-tongue","tropical American terrestrial fern with leathery lanceolate fronds"
"hire-purchase","installment plan"
"haematochezia","passage of stools containing blood (as from diverticulosis or colon cancer or peptic ulcer)"
"hematogenesis","the formation of blood cells in the living body (especially in the bone marrow)"
