word,definition
"deaf-and-dumb","lacking the sense of hearing and the ability to speak"
"discretionary","having or using the ability to act or decide according to your own discretion or judgment"
"discretionary","(especially of funds) not earmarked"
"demonstrative","given to or marked by the open expression of emotion"
"demonstrative","serving to demonstrate"
"demonstrative","a pronoun that points out an intended referent"
"distinguished","used of a person's appearance or behavior"
"distinguished","(used of persons) standing above others in character or attainment or reputation"
"disillusioned","freed from illusion"
"disfranchised","deprived of the rights of citizenship especially the right to vote"
"disheartening","destructive of morale and self-reliance"
"decentralized","withdrawn from a center or place of concentration"
"decentralised","withdrawn from a center or place of concentration"
"double-geared","(of a lathe) equipped with gearing for reducing the speed of the spindle from that of the driving pulley"
"double-geared","equipped with compound gearing consisting of 2 pinions and 2 wheels in mesh to increase the mechanical advantage"
"disharmonious","lacking in harmony"
"disqualifying","depriving of legal right"
"dishonourable","lacking honor or integrity"
"de-iodinating","removing iodine from"
"double-spaced","of type or print, having a blank line between lines of type"
"disinterested","unaffected by self-interest"
"dispassionate","unaffected by strong emotion or prejudice"
"disconcerting","causing an emotional disturbance"
"disconfirming","not indicating the presence of microorganisms or disease or a specific condition"
"disconfirming","establishing as invalid or untrue"
"dilettanteish","showing frivolous or superficial interest"
"disadvantaged","marked by deprivation especially of the necessities of life or healthful environmental influences"
"directionless","aimlessly drifting"
"down-to-earth","sensible and practical"
"day-after-day","of or belonging to or occurring every day"
"disrespectful","exhibiting lack of respect"
"disrespectful","neither feeling nor showing respect"
"discreditable","tending to bring discredit or disrepute"
"desensitizing","making less susceptible or sensitive to either physical or emotional stimuli"
"disappointing","not up to expectations"
"desensitising","making less susceptible or sensitive to either physical or emotional stimuli"
"deterministic","an inevitable consequence of antecedent sufficient causes"
"dissimulative","concealing under a false appearance with the intent to deceive"
"disintegrable","capable of melting"
"discomycetous","relating to or characteristic of fungi of the subclass Discomycetes"
"double-humped","having two humps"
"deformational","relating to or causing change in either shape or size of a material body or geometric figure"
"developmental","of or relating to or constituting development"
"Dostoyevskian","of or relating to or in the style of Feodor Dostoevski"
"dramaturgical","relating to the technical aspects of drama"
"disappearance","the act of leaving secretly or without explanation"
"disappearance","gradually ceasing to be visible"
"disappearance","the event of passing out of sight"
"disappearance","ceasing to exist"
"disengagement","to break off a military action with an enemy"
"disengagement","the act of releasing from an attachment or connection"
"disembarkment","the act of passengers and crew getting off of a ship or aircraft"
"determination","the act of determining the properties of something, usually by research or calculation"
"determination","the act of making up your mind about something"
"determination","the quality of being determined to do or achieve something"
"determination","deciding or controlling something's outcome or nature"
"determination","a position or opinion or judgment reached after consideration"
"documentation","documentary validation"
"documentation","program listings or technical manuals describing the operation and use of programs"
"documentation","confirmation that some fact or statement is true through the use of documentary evidence"
"domestication","accommodation to domestic life"
"domestication","the attribute of having been domesticated"
"domestication","adaptation to intimate association with human beings"
"discoloration","the act of changing the natural color of something by making it duller or dingier or unnatural or faded"
"discoloration","a soiled or discolored appearance"
"dissemination","the act of dispersing or diffusing something"
"dissemination","the property of being diffused or dispersed"
"dissemination","the opening of a subject to widespread discussion and debate"
"decompression","relieving pressure (especially bringing a compressed person gradually back to atmospheric pressure)"
"decompression","restoring compressed information to its normal form for use or display"
"decompressing","relieving pressure (especially bringing a compressed person gradually back to atmospheric pressure)"
"de-escalation","(war) a reduction in intensity (of a crisis or a war)"
"disfigurement","the act of damaging the appearance or surface of something"
"disfigurement","an appearance that has been spoiled or is misshapen"
"disfiguration","the act of damaging the appearance or surface of something"
"disfiguration","an appearance that has been spoiled or is misshapen"
"disinvestment","the withdrawal of capital from a country or corporation"
"disconnection","the act of breaking a connection"
"disconnection","an unbridgeable disparity (as from a failure of understanding)"
"disconnection","state of being disconnected"
"demonstration","a show or display"
"demonstration","a show of military force or preparedness"
"demonstration","a public display of group feelings (usually of a political nature)"
"demonstration","proof by a process of argument or a series of proposition proving an asserted conclusion"
"demonstration","a visual presentation showing how something works"
"decortication","removal of the outer covering of an organ or part"
"dissimulation","the act of deceiving"
"dismantlement","the act of taking something apart (as a piece of machinery)"
"dramatization","a dramatic representation"
"dramatization","conversion into dramatic form"
"dramatisation","a dramatic representation"
"dramatisation","conversion into dramatic form"
"draftsmanship","the creation of artistic pictures or diagrams"
"devil-worship","the acts or rites of worshiping devils"
"desegregation","the action of incorporating a racial or religious group into a community"
"disparagement","the act of speaking contemptuously of"
"disparagement","a communication that belittles somebody or something"
"dispossession","the expulsion of someone (such as a tenant) from the possession of land by process of law"
"dispossession","freeing from evil spirits"
"deforestation","the removal of trees"
"deforestation","the state of being clear of trees"
"dryopithecine","considered a possible ancestor to both anthropoid apes and humans"
"double-decker","a vehicle carrying many passengers"
"daguerreotype","a photograph made by an early photographic process"
"defibrillator","an electronic device that administers an electric shock of preset voltage to the heart through the chest wall in an attempt to restore the normal rhythm of the heart during ventricular fibrillation"
"dicloxacillin","antibacterial (trade name Dynapen) used to treat staphylococcal infections that are resistant to penicillin"
"domiciliation","temporary living quarters"
"double-magnum","a large wine bottle (holds 4/5 of a gallon)"
"dependability","the quality of being dependable or reliable"
"desirableness","the quality of being worthy of desiring"
"difficultness","the quality of being difficult"
"dissimilarity","the quality of being dissimilar"
"disparateness","utter dissimilarity"
"dissimilitude","dissimilarity evidenced by an absence of likeness"
"deservingness","the quality of being deserving"
"despicability","unworthiness by virtue of lacking higher values"
"duplicability","the quality of being reproducible"
"defensiveness","excessive sensitivity to criticism"
"dangerousness","the quality of not being safe"
"dauntlessness","resolute courageousness"
"dastardliness","despicable cowardice"
"dissoluteness","indiscipline with regard to sensuous pleasures"
"deceptiveness","the quality of being deceptive"
"deceitfulness","the quality of being crafty"
"downrightness","the quality of being direct and straightforward"
"delectability","extreme appetizingness"
"deliciousness","extreme appetizingness"
"digestibility","the property of being easy to digest"
"dissolubility","the property of being able to dissolved"
"directiveness","the quality of being directive"
"defensibility","capability of being defended"
"decomposition","the analysis of a vector field"
"decomposition","the organic phenomenon of rotting"
"decomposition","the process of decay caused by bacterial or fungal action"
"decomposition","(chemistry) separation of a substance into two or more substances that may differ from each other and from the original substance"
"decomposition","in a decomposed state"
"descriptivism","(linguistics) a doctrine supporting or promoting descriptive linguistics"
"descriptivism","(ethics) a doctrine holding that moral statements have a truth value"
"disambiguator","(computer science) a natural language processing application that tries to determine the intended meaning of a word or phrase by examining the linguistic context in which it is used"
"defervescence","abatement of a fever as indicated by a reduction in body temperature"
"decrepitation","the crackling or breaking up of certain crystals when they are heated"
"densification","an increase in the density of something"
"dismemberment","the removal of limbs"
"disconcertion","anxious embarrassment"
"dilly-dallier","someone who wastes time"
"discriminator","a person who differentiates"
"deipnosophist","someone skilled at informal chitchat"
"double-dealer","a person who says one thing and does another"
"dermatologist","a doctor who specializes in the physiology and pathology of the skin"
"distortionist","a painter who introduces distortions"
"diagnostician","a doctor who specializes in medical diagnosis"
"dock-walloper","a laborer who loads and unloads vessels in a port"
"dissimilation","breakdown in living organisms of more complex substances into simpler ones together with release of energy"
"dissimilation","a linguistic process by which one of two similar sounds in a word becomes less like the other"
"de-iodination","the removal of iodine atoms from organic compounds"
"deterioration","process of changing to an inferior state"
"deterioration","a symptom of reduced quality or strength"
"deaminization","removal of the amino radical from an amino acid or other amino compound"
"doppelzentner","a unit of weight equal to 100 kilograms"
"disproportion","lack of proportion"
"demyelination","loss of the myelin covering of some nerve fibers resulting in their impaired function"
"dactylomegaly","abnormally large fingers or toes"
"defectiveness","the state of being defective"
"discontinuity","lack of connection or continuity"
"deaf-muteness","congenital deafness that results in inability to speak"
"dexamethasone","a corticosteroid drug (trade names Decadron or Dexamethasone Intensol or Dexone or Hexadrol or Oradexon) used to treat allergies or inflammation"
"decarboxylase","any of the enzymes that hydrolize the carboxyl group"
"dextroglucose","an isomer of glucose that is found in honey and sweet fruits"
"deoxycytidine","a nucleoside component of DNA"
"demasculinize","remove the testicles of a male animal"
"demasculinise","remove the testicles of a male animal"
"differentiate","become distinct and acquire a different character"
"differentiate","evolve so as to lead to a new species or develop in a way most suited to the environment"
"differentiate","become different during development"
"differentiate","calculate a derivative"
"differentiate","mark as different"
"differentiate","be a distinctive feature, attribute, or trait"
"demythologize","remove the mythical element from (writings)"
"demythologise","remove the mythical element from (writings)"
"dehydrogenate","remove hydrogen from"
"dematerialize","become immaterial"
"dematerialise","become immaterial"
"denationalize","put under private control or ownership"
"denationalise","put under private control or ownership"
"depersonalize","make impersonal or present as an object"
"depersonalise","make impersonal or present as an object"
"deconcentrate","make less central"
"desynchronize","cause to become desynchronized"
"desynchronise","cause to become desynchronized"
"decarboxylate","remove a carboxyl group from (a chemical compound)"
"decarboxylate","lose a carboxyl group"
"decontaminate","rid of contamination"
"disarticulate","separate at the joints"
"deglycerolize","to remove from glycerol"
"deglycerolise","to remove from glycerol"
"derequisition","release from government control"
"decriminalize","make legal"
"decriminalise","make legal"
"everlastingly","for a limitless time"
"energetically","in an energetic manner"
"extravagantly","in a rich and lavish manner"
"extravagantly","in an abundant manner"
"extravagantly","in a wasteful manner"
"exceptionally","to an exceptional degree"
"exaggeratedly","in an exaggerated manner"
"expeditiously","with efficiency"
"enthrallingly","in a bewitching manner"
"enigmatically","in a cryptic manner"
"egotistically","in an egotistical manner"
"encouragingly","in an encouraging manner"
"exponentially","in an exponential manner"
"educationally","in an educational manner"
"extemporarily","without prior preparation"
"efficaciously","in an effective manner"
"eccentrically","not symmetrically with respect to the center"
"eccentrically","in an eccentric or bizarre manner"
"exceptionable","liable to objection or debate"
"entomophilous","of flowering plants (especially orchids etc) that are pollinated by insects"
"encyclopaedic","broad in scope or content"
"ever-changing","marked by continuous change or effective action"
"even-tempered","not easily irritated"
"empty-bellied","needing nourishment"
"extrospective","not introspective"
"eusporangiate","(of ferns) having sporangia that arise from a group of epidermal cells"
"extrajudicial","beyond the usual course of legal proceedings"
"egg-producing","capable of producing eggs and bearing offspring"
"expeditionary","(used of military forces) designed for military operations abroad"
"extraordinary","(of an official) serving an unusual or special function in addition to those of the regular officials"
"extraordinary","far more than usual or expected"
"extraordinary","beyond what is ordinary or usual"
"eye-deceiving","creating the illusion of seeing reality"
"even-textured","having an even texture"
"exterritorial","outside territorial limits or jurisdiction"
"extracellular","located or occurring outside a cell or cells"
"Europocentric","focussed on Europe and the Europeans"
"electromotive","concerned with or producing electric current"
"electrostatic","concerned with or producing or caused by static electricity"
"extragalactic","outside or beyond a galaxy"
"expressionist","of or relating to expressionism"
"expressionist","an artist who is an adherent of expressionism"
"exteroceptive","of or relating to exteroception"
"endoparasitic","of or relating to parasites that live in the internal organs of animals"
"environmental","concerned with the ecological effects of altering the environment"
"environmental","of or relating to the external conditions or surroundings"
"epidemiologic","of or relating to epidemiology"
"emphysematous","relating to or resembling or being emphysema"
"entomological","of or relating to the biological science of entomology"
"extrasystolic","of or relating to or happening during an extrasystole"
"expropriation","taking out of an owner's hands (especially taking property by public authority)"
"expectoration","the act of spitting (forcefully expelling saliva)"
"expectoration","the process of coughing up and spitting out"
"electrocution","killing by electric shock"
"electrocution","execution by electricity"
"extinguishing","the act of extinguishing"
"establishment","the act of forming or establishing something"
"establishment","a public or private structure (business or governmental or educational) including buildings and equipment for business or residence"
"establishment","the cognitive process of establishing a valid proof"
"establishment","an organization founded and united for a specific purpose"
"establishment","any large organization"
"establishment","the persons (or committees or departments etc.) who make up a body for the purpose of administering something"
"establishment","(ecology) the process by which a plant or animal becomes established in a new habitat"
"embellishment","the act of adding extraneous decorations to something"
"embellishment","a superfluous ornament"
"embellishment","elaboration of an interpretation by the use of decorative (sometimes fictitious) detail"
"entertainment","an activity that is diverting and that holds the attention"
"exhibitionism","the perverse act of exposing and attracting attention to your own genitals"
"exhibitionism","extravagant and conspicuous behavior intended to attract attention to yourself"
"enculturation","the adoption of the behavior patterns of the surrounding culture"
"encouragement","the act of giving hope or support to someone"
"encouragement","the expression of approval and support"
"encouragement","the feeling of being encouraged"
"extermination","the act of exterminating"
"extermination","complete annihilation"
"equilibration","stabilization by bringing into equilibrium"
"edmontosaurus","duck-billed dinosaur from Canada found as a fossilized mummy with skin"
"electromagnet","a temporary magnet made by coiling wire around an iron core"
"encephalogram","an X ray of the brain made by replacing spinal fluid with a gas (usually oxygen) to improve contrast"
"encephalogram","a graphical record of electrical activity of the brain"
"esophagoscope","an optical instrument for examining the inside of the esophagus"
"ethchlorvynol","a mild sedative-hypnotic drug (trade name Placidyl)"
"electrophorus","a simple electrostatic generator that generates repeated charges of static electricity"
"excitableness","being easily excited"
"expansiveness","a friendly open trait of a talkative person"
"expansiveness","a quality characterized by magnificence of scale or the tendency to expand"
"easygoingness","being without worry or concern"
"exquisiteness","extreme beauty of a delicate sort"
"elaborateness","an ornate appearance"
"elaborateness","marked by elaborately complex detail"
"effortfulness","the quality of requiring deliberate effort"
"effervescence","the property of giving off bubbles"
"effervescence","the process of bubbling as gas escapes"
"enjoyableness","pleasantness resulting from something that can be enjoyed"
"erroneousness","inadvertent incorrectness"
"equivocalness","unclearness by virtue of having more than one meaning"
"exclusiveness","tendency to associate with only a select group"
"effectiveness","capacity to produce strong physiological or chemical effects"
"effectiveness","power to be effective"
"ephemeralness","the property of lasting for a very short time"
"extensiveness","large or extensive in breadth or importance or comprehensiveness"
"excessiveness","immoderation as a consequence of going beyond sufficient or permitted limits"
"embarrassment","extreme excess"
"embarrassment","some event that causes someone to be embarrassed"
"embarrassment","the shame you feel when your inadequacy or guilt is made public"
"embarrassment","the state of being in financial difficulties"
"expensiveness","the quality of being high-priced"
"essentialness","basic importance"
"effectualness","power to be effective"
"executability","capability of being executed"
"exteroception","sensitivity to stimuli originating outside of the body"
"extrapolation","an inference about the future (or about some hypothetical situation) based on known facts and observations"
"extrapolation","(mathematics) calculation of the value of a function outside the range of known values"
"encyclopedism","profound scholarly knowledge"
"enlightenment","education that results in understanding and the spread of knowledge"
"enlightenment","(Hinduism and Buddhism) the beatitude that transcends the cycle of reincarnation"
"endocrinology","the branch of medicine dealing with the endocrine glands and their secretions"
"ethnocentrism","belief in the superiority of one's own ethnic group"
"encyclopaedia","a reference work, often in several alphabetical volumes, containing articles on various topics dealing with the entire range of human knowledge or with some particular specialty"
"etymologizing","(historical linguistics) an explanation of the historical origins of a word or phrase"
"ecumenicalism","(Christianity) the doctrine of the ecumenical movement that promotes cooperation and better understanding among different religious denominations: aimed at universal Christian unity"
"expostulation","an exclamation of protest or remonstrance or reproof"
"expostulation","the act of expressing earnest opposition or protest"
"expressionism","an art movement early in the 20th century"
"earth-goddess","a goddess of fertility and vegetation"
"electrologist","someone skilled in the use of electricity to remove moles or warts or hair roots"
"electroplater","a plater who uses electrolysis"
"exhibitionist","someone who deliberately behaves in such a way as to attract attention"
"exhibitionist","someone with a compulsive desire to expose the genitals"
"eschatologist","a theologian who specializes in eschatology"
"encyclopedist","a person who compiles information for encyclopedias"
"ex-serviceman","a person who has served in the armed forces"
"efflorescence","a powdery deposit on a surface"
"efflorescence","the time and process of budding and unfolding of blossoms"
"efflorescence","any red eruption of the skin"
"efflorescence","the period of greatest prosperity or productivity"
"epiphenomenon","a secondary phenomenon that is a by-product of another phenomenon"
"encephalartos","any of numerous cycads of the genus Encephalartos having stout cylindrical trunks and a terminal crown of long often spiny pinnate leaves"
"ezo-yama-hagi","Asian shrub having conspicuous racemose rose-purple flowers widely used as an ornamental and in erosion control and as a source of feed for wild birds"
"elephant-tusk","annual of southern United States to Mexico having large whitish or yellowish flowers mottled with purple and a long curving beak"
"encapsulation","the process of enclosing (as in a capsule)"
"encapsulation","the condition of being enclosed, as in a capsule"
"extravasation","the process of exuding or passing out of a vessel into surrounding tissues"
"extravasation","(of volcanos) pouring out fumes or lava (or a deposit so formed)"
"extravasation","a liquid, such as blood, lymph, or urine, that has leaked from a vessel"
"endometriosis","the presence of endometrium elsewhere than in the lining of the uterus"
"enterotoxemia","a disease of cattle and sheep that is attributed to toxins absorbed from the intestines"
"epicondylitis","painful inflammation of the muscles and soft tissues around an epicondyle"
"elephantiasis","hypertrophy of certain body parts (usually legs and scrotum)"
"encompassment","including entirely"
"encephalocele","protrusion of brain tissue through a congenital fissure in the skull"
"excommunicate","exclude from a church or a religious community"
"excommunicate","oust or exclude from a group or membership by decree"
"fundamentally","in essence"
"fantastically","exceedingly"
"fascinatingly","in a fascinating manner"
"flirtatiously","in a flirtatious manner"
"frighteningly","in an alarming manner"
"free-swimming","(of animals) able to swim about"
"faint-hearted","lacking conviction or boldness or courage"
"free-thinking","unwilling to accept authority or dogma (especially in religion)"
"fawn-coloured","having the color of a fawn"
"flame-colored","having the brilliant orange-red color of flames"
"flesh-colored","having a bright red or pinkish color"
"full-strength","without water"
"fast-breaking","occurring rapidly as a series of events in rapid succession"
"foul-smelling","offensively malodorous"
"free-and-easy","natural and unstudied"
"fall-blooming","of plants that bloom during the autumn"
"four-membered","of a chemical compound having a ring with four members"
"five-membered","of a chemical compound having a ring with five members"
"four-year-old","four years of age"
"five-year-old","five years of age"
"familiarizing","serving to make familiar"
"familiarising","serving to make familiar"
"four-petalled","(of flowers) having four petals"
"five-petalled","(of flowers) having five petals"
"foreshadowing","indistinctly prophetic"
"foreshadowing","the act of providing vague advance indications"
"funnel-shaped","shaped in the form of a funnel"
"fiddle-shaped","(of a leaf shape) having rounded ends and a contracted center"
"forty-seventh","the ordinal number of forty-seven in counting order"
"fine-textured","having a smooth, fine-grained structure"
"flabbergasted","as if struck dumb with astonishment and surprise"
"filter-tipped","of a cigar or cigarette"
"flat-bottomed","having a flat bottom"
"floricultural","of or relating to or involving floriculture"
"fossiliferous","bearing or containing fossils"
"ferromagnetic","relating to or demonstrating ferromagnetism"
"fibrocalcific","involving or resulting from calcification of fibrous tissue"
"falsification","the act of determining that something is false"
"falsification","the act of rendering something false as by fraudulent changes (of documents or measures etc.) or counterfeiting"
"falsification","a willful perversion of facts"
"falsification","any evidence that helps to establish the falsity of something"
"fossilization","becoming inflexible or out of date"
"fossilization","the process of fossilizing a plant or animal that existed in some earlier age"
"fossilisation","becoming inflexible or out of date"
"fossilisation","the process of fossilizing a plant or animal that existed in some earlier age"
"fortification","the addition of an ingredient for the purpose of enrichment (as the addition of alcohol to wine or the addition of vitamins to food)"
"fortification","defensive structure consisting of walls or mounds built around a stronghold to strengthen it"
"fortification","the art or science of strengthening defenses"
"fragmentation","separating something into fine particles"
"fragmentation","the scattering of bomb fragments after the bomb explodes"
"fragmentation","the condition of a file that is broken up and stored in many different locations on a magnetic disk"
"fragmentation","the disintegration of social norms governing behavior and thought and social relationships"
"fractionation","separation into portions"
"fractionation","a process that uses heat to separate a substance into its components"
"formalization","the act of making formal (as by stating formal rules governing classes of expressions)"
"formalisation","the act of making formal (as by stating formal rules governing classes of expressions)"
"falcon-gentle","female falcon especially a female peregrine falcon"
"falcon-gentil","female falcon especially a female peregrine falcon"
"flashboarding","boarding place along the top of a dam to increase its height"
"frivolousness","the trait of being frivolous"
"facetiousness","playful humor"
"foolhardiness","the trait of giving little thought to danger"
"formidability","impressive difficulty"
"frightfulness","the quality of being frightful"
"forgivingness","tendency to be kind and forgiving"
"ferociousness","the trait of extreme cruelty"
"faithlessness","unfaithfulness by virtue of being unreliable or treacherous"
"faultlessness","the quality of being without an error or fault"
"fractiousness","the trait of being prone to disobedience and lack of discipline"
"frangibleness","quality of being easily damaged or destroyed"
"fugaciousness","the lack of enduring qualities (used chiefly of plant parts)"
"favorableness","the quality of being encouraging or promising of a successful outcome"
"functionality","capable of serving a purpose well"
"fruitlessness","the quality of yielding nothing of value"
"fruitlessness","a lack of creative imagination"
"forgetfulness","tendency to forget"
"forgetfulness","unawareness caused by neglectful or heedless failure to remember"
"factorization","(mathematics) the resolution of an entity into factors such that when multiplied together they give the original entity"
"factorisation","(mathematics) the resolution of an entity into factors such that when multiplied together they give the original entity"
"functionalism","any doctrine that stresses utility or purpose"
"functionalism","a psychology based on the assumption that all mental process are useful to an organism in adapting to the environment"
"flash-forward","a transition (in literary or theatrical works or films) to a later event or scene that interrupts the normal chronological development of the story"
"frequentative","a verb form that serves to express frequent repetition of an action"
"fiddle-faddle","trivial nonsense"
"foreknowledge","knowledge of an event before it occurs"
"fender-bender","a collision between motor vehicles that produces minor damage"
"fertilization","making fertile as by applying fertilizer or manure"
"fertilization","creation by the physical union of male and female gametes"
"fertilisation","making fertile as by applying fertilizer or manure"
"fertilisation","creation by the physical union of male and female gametes"
"fashionmonger","someone who advises you about fashionable clothing"
"father-figure","a man (often a powerful or influential man) who arouses emotions usually felt for your real father and with whom you identify psychologically"
"father-in-law","the father of your spouse"
"featherweight","a professional boxer who weighs between 123 and 126 pounds"
"featherweight","weighs 126-139 pounds"
"featherweight","an amateur boxer who weighs no more than 126 pounds"
"first-nighter","someone habitually a spectator at the openings of theatrical productions"
"fortuneteller","a person who foretells your personal future"
"foster-father","a man who is a foster parent"
"foster-mother","a woman who is a foster parent and raises another's child"
"foster-parent","a person who acts as parent and guardian for a child in place of the child's natural parents but without legally adopting the child"
"foster-sister","your foster sister is a female who is not a daughter of your parents but who is raised by your parents"
"functionalist","an adherent of functionalism"
"fairy-slipper","rare north temperate bog orchid bearing a solitary white to pink flower marked with purple at the tip of an erect reddish stalk above one basal leaf"
"forget-me-not","small perennial herb having bright blue or white flowers"
"finger-flower","tall leafy European biennial or perennial having spectacular clusters of large tubular pink-purple flowers"
"floating-moss","free-floating aquatic ferns"
"foregrounding","the execution of a program that preempts the use of the processing system"
"freeze-drying","a method of drying food or blood plasma or pharmaceuticals or tissue without destroying their physical structure"
"fingerbreadth","the length of breadth of a finger used as a linear measure"
"fasciculation","muscular twitching of contiguous groups of muscle fibers"
"fibromyositis","local inflammation of muscle and connective tissue"
"ferroconcrete","concrete with metal and/or mesh added to provide extra support against stresses"
"geometrically","in a geometric fashion"
"geometrically","with respect to geometry"
"grammatically","in a grammatical manner"
"go-to-meeting","used of clothing"
"glossy-haired","having glossy hair"
"glossy-coated","having glossy hair"
"glossy-furred","having glossy hair"
"golden-yellow","of yellow tinged with gold"
"greyish-brown","of brown tinged with grey"
"grayish-brown","of brown tinged with grey"
"greyish-green","of green tinged with grey"
"grayish-green","of green tinged with grey"
"gold-coloured","having the color of gold"
"greyish-black","of black tinged with grey"
"grayish-black","of black tinged with grey"
"greyish-white","of white tinged with grey"
"greenish-grey","of grey tinged with green"
"greenish-gray","of grey tinged with green"
"gesticulating","making gestures while speaking"
"geostationary","of or having a geosynchronous orbit such that the position in such an orbit is fixed with respect to the earth"
"good-humoured","disposed to please"
"good-tempered","not easily irritated"
"grassy-leaved","having leaves that resemble grass"
"grassy-leafed","having leaves that resemble grass"
"Gram-positive","(of bacteria) being or relating to a bacterium that retains the violet stain used in Gram's method"
"Gram-negative","(of bacteria) being of or relating to a bacterium that does not retain the violet stain used in Gram's method"
"grandiloquent","puffed up with vanity"
"grandiloquent","lofty in style"
"goal-directed","having a purpose"
"gentlemanlike","befitting a man of good breeding"
"goblet-shaped","resembling the shape of a goblet"
"guitar-shaped","shaped in the form of a guitar"
"granuliferous","producing or full of granules"
"granulomatous","relating to or characterized by granulomas"
"gravitational","of or relating to or caused by gravitation"
"genitourinary","of or related to the genital and urinary organs or their functions"
"gynecological","of or relating to or practicing gynecology"
"gymnosophical","of or relating to gymnosophy"
"gymnospermous","relating to or characteristic of plants of the class Gymnospermae"
"gubernatorial","relating to a governor"
"gastronomical","of or relating to gastronomy"
"gonadotrophic","of or relating to or involving gonadotropin"
"give-and-take","mutual interaction"
"give-and-take","light teasing repartee"
"give-and-take","an exchange of views on some topic"
"glamorization","the act of glamorizing"
"glamorisation","the act of glamorizing"
"galvanization","either the work of covering with metal by the use of a galvanic current or the coating of iron with zinc to protect it from rusting"
"galvanization","stimulation that arouses a person to lively action"
"galvanization","stimulation with a galvanic current"
"galvanisation","either the work of covering with metal by the use of a galvanic current or the coating of iron with zinc to protect it from rusting"
"galvanisation","stimulation that arouses a person to lively action"
"galvanisation","stimulation with a galvanic current"
"grammatolatry","the worship of words"
"gratification","the act or an instance of satisfying"
"gratification","state of being gratified or satisfied"
"glorification","the act of glorifying (as in worship)"
"glorification","a portrayal of something as ideal"
"glorification","a state of high honor"
"ground-shaker","huge herbivorous dinosaur of the Cretaceous found in western North America"
"garrulousness","the quality of being wordy and talkative"
"grotesqueness","ludicrous or incongruous unnaturalness or distortion"
"gracelessness","the inelegance of someone stiff and unrelaxed, as by embarrassment"
"gracelessness","an unpleasant lack of grace in carriage or form or movement or expression"
"get-up-and-go","enterprising or ambitious drive"
"glutinousness","the property of having a viscosity like jelly"
"gonadotrophin","hormone secreted by the anterior pituitary gland and placenta"
"gastrocnemius","the muscle in the back part of the leg that forms the greater part of the calf"
"gene-splicing","the technology of preparing recombinant DNA in vitro by cutting up DNA molecules and splicing together fragments from more than one organism"
"geomorphology","the branch of geology that studies the characteristics and configuration and evolution of rocks and land forms"
"gesticulation","a deliberate and vigorous gesture or motion"
"generalissimo","the officer who holds the supreme command"
"granddaughter","a female grandchild"
"gerontologist","a specialist in gerontology"
"groundskeeper","someone who maintains the grounds (of an estate or park or athletic field)"
"gynaecologist","a specialist in gynecology"
"groundbreaker","someone who helps to open up a new line of research or technology or art"
"gasteromycete","any fungus of the class Gasteromycetes"
"globalization","growth to a global or worldwide scale"
"globalisation","growth to a global or worldwide scale"
"guiltlessness","a state of innocence"
"greensickness","iron deficiency anemia in young women"
"humiliatingly","in a humiliating manner"
"half-and-half","in equal parts"
"half-and-half","half milk and half light cream"
"hydraulically","in a hydraulic manner"
"high-handedly","in a domineering high-handed manner"
"high-mindedly","in a high-minded manner"
"hugger-mugger","in secrecy"
"hugger-mugger","conducted with or marked by hidden aims or methods"
"hugger-mugger","in utter disorder"
"hugger-mugger","a state of confusion"
"homogeneously","all similarly"
"high-fidelity","characterized by minimal distortion in sound reproduction"
"habit-forming","causing or characterized by addiction"
"horror-struck","stricken with horror"
"high-pressure","aggressively and persistently persuasive"
"hand-to-mouth","providing only bare essentials"
"heterogeneous","originating outside the body"
"heterogeneous","consisting of elements that are not of the same kind or nature"
"hand-operated","operated by hand"
"homochromatic","(of light or other electromagnetic radiation) having only one wavelength"
"honey-colored","having the color of honey"
"helmet-shaped","having the convex shape of a helmet"
"hypertrophied","(of an organ or body part) excessively enlarged as a result of increased size in the constituent cells"
"hypercritical","inclined to judge too severely"
"high-velocity","operating at high speed"
"honey-scented","smelling of honey"
"honest-to-god","(used informally especially for emphasis)"
"high-altitude","occurring at or from a relative high altitude"
"high-stepping","having or moving with a high step"
"high-interest","(used of loans) charging a relatively large percentage of the amount borrowed"
"heterological","not corresponding in structure or evolutionary origin"
"human-centred","marked by humanistic values and devotion to human welfare"
"heartbreaking","causing or marked by grief or anguish"
"hermaphrodite","of animal or plant"
"hemimetabolic","(of an insect with aquatic young) undergoing incomplete metamorphosis in which the young does not resemble the adult"
"holometabolic","(of an insect) undergoing complete metamorphosis"
"hypochondriac","suffering from hypochondria"
"hypochondriac","a patient with imaginary symptoms and ailments"
"hairsplitting","developed in excessively fine detail"
"hairsplitting","making too fine distinctions of little importance"
"high-sounding","pretentious (especially with regard to language or ideals)"
"house-trained","(of pets) trained to urinate and defecate outside or in a special place"
"hallucinatory","characterized by or characteristic of hallucination"
"hollow-horned","having horns that are hollow"
"hyperboloidal","having the shape of a hyperboloid"
"hammer-shaped","shaped in the form of a hammer"
"hypermetropic","abnormal ability to focus of distant objects"
"high-spirited","joyously unrestrained"
"half-timbered","having exposed wood framing with spaces filled with masonry, as in Tudor architecture"
"hard-and-fast","(of rules) stringently enforced"
"homoiothermic","of birds and mammals"
"heterothermic","of animals except birds and mammals"
"hallucinating","experiencing delirium"
"heart-healthy","of foods that are low in fats and sodium and other ingredients that may foster heart disease"
"heterotrophic","requiring organic compounds of carbon and nitrogen for nourishment"
